Customer_Key,Num_Recomendaciones,Recomendacion_1_ContentKey,Recomendacion_1_Titulo,Recomendacion_1_Score,Recomendacion_2_ContentKey,Recomendacion_2_Titulo,Recomendacion_2_Score,Recomendacion_3_ContentKey,Recomendacion_3_Titulo,Recomendacion_3_Score,Recomendacion_4_ContentKey,Recomendacion_4_Titulo,Recomendacion_4_Score,Recomendacion_5_ContentKey,Recomendacion_5_Titulo,Recomendacion_5_Score,Recomendacion_6_ContentKey,Recomendacion_6_Titulo,Recomendacion_6_Score,Recomendacion_7_ContentKey,Recomendacion_7_Titulo,Recomendacion_7_Score,Recomendacion_8_ContentKey,Recomendacion_8_Titulo,Recomendacion_8_Score,Recomendacion_9_ContentKey,Recomendacion_9_Titulo,Recomendacion_9_Score,Recomendacion_10_ContentKey,Recomendacion_10_Titulo,Recomendacion_10_Score
1520,10,1520,Seven Samurai,336.6469,1556,Dilwale Dulhania Le Jayenge,292.2734,1516,The Silence of the Lambs,262.0469,1512,The Dark Knight,261.3114,1513,Dead Poets Society,253.817,1596,¿Quieres ser mi hijo?,251.5968,1504,Gladiator,251.2834,1576,I Want to Eat Your Pancreas,250.6428,1592,Lucy Shimmers and the Prince of Peace,249.0949,1589,Gabriel's Inferno,238.4563
1521,10,1598,The Forge,342.1128,1550,Cinema Paradiso,302.8445,1547,The Lion King,277.7223,1553,Harakiri,276.6415,1538,Saving Private Ryan,248.7343,1516,The Silence of the Lambs,244.2097,1545,Ikiru,244.1636,1587,Out of the Clear Blue Sky,238.9992,1544,Modern Times,226.6991,1542,It's a Wonderful Life,226.2481
1522,10,1587,Out of the Clear Blue Sky,311.9755,1541,Paths of Glory,307.3466,1570,Your Name.,290.1208,1591,Gabriel's Inferno: Part III,286.7405,1544,Modern Times,270.1008,1568,Avengers: Infinity War,252.8943,1585,Dedicated to my ex,248.9834,1554,A Brighter Summer Day,245.724,1571,Dou kyu sei – Classmates,243.5267,1572,A Silent Voice: The Movie,241.2998
1523,10,1594,Radical,292.4403,1529,Rear Window,276.9598,1554,A Brighter Summer Day,274.9179,1574,Green Book,257.7058,1587,Out of the Clear Blue Sky,256.2282,1553,Harakiri,250.0358,1514,The Godfather,244.4503,1518,Once Upon a Time in America,240.0049,1549,Perfect Blue,235.715,1510,Princess Mononoke,234.7697
1524,10,1552,High and Low,327.6706,1522,The Pianist,300.8908,1545,Ikiru,259.0767,1590,Gabriel's Inferno: Part II,257.5774,1562,Hotarubi no Mori e,255.6866,1527,Psycho,248.6444,1538,Saving Private Ryan,246.438,1566,Hope,242.4011,1548,The Legend of 1900,242.2742,1596,¿Quieres ser mi hijo?,242.1009
1525,10,1555,Neon Genesis Evangelion: The End of Evangelion,325.4715,1549,Perfect Blue,319.1959,1514,The Godfather,318.9451,1539,City Lights,292.0772,1563,Wolf Children,287.9026,1576,I Want to Eat Your Pancreas,284.9697,1556,Dilwale Dulhania Le Jayenge,264.4487,1600,Counterattack,257.428,1588,Impossible Things,248.7361,1594,Radical,245.7509
1526,10,1591,Gabriel's Inferno: Part III,304.4196,1578,Violet Evergarden: The Movie,289.3001,1510,Princess Mononoke,271.9129,1501,Forrest Gump,258.5966,1579,Spider-Man: Across the Spider-Verse,248.5836,1515,The Godfather Part II,247.361,1543,The Empire Strikes Back,238.5183,1572,A Silent Voice: The Movie,236.7362,1547,The Lion King,236.5766,1554,A Brighter Summer Day,235.1196
1527,10,1545,Ikiru,439.0953,1572,A Silent Voice: The Movie,294.3174,1523,Schindler's List,284.6036,1597,The Wild Robot,281.6223,1596,¿Quieres ser mi hijo?,276.7371,1505,Léon: The Professional,258.4544,1586,"Josee, the Tiger and the Fish",254.0942,1555,Neon Genesis Evangelion: The End of Evangelion,253.8996,1527,Psycho,251.4824,1578,Violet Evergarden: The Movie,249.037
1528,10,1515,The Godfather Part II,258.2666,1553,Harakiri,253.2349,1575,Parasite,248.2979,1587,Out of the Clear Blue Sky,247.7722,1580,Rascal Does Not Dream of a Dreaming Girl,245.8624,1599,Chainsaw Man - The Movie: Reze Arc,244.3081,1559,A Dog's Will,241.2921,1538,Saving Private Ryan,237.5419,1543,The Empire Strikes Back,235.3221,1562,Hotarubi no Mori e,232.6552
1529,10,1543,The Empire Strikes Back,360.4832,1515,The Godfather Part II,320.6241,1548,The Legend of 1900,293.3936,1596,¿Quieres ser mi hijo?,270.4419,1542,It's a Wonderful Life,257.6093,1545,Ikiru,243.253,1583,Given,241.3746,1588,Impossible Things,240.9,1549,Perfect Blue,235.9103,1561,The Intouchables,235.598
1530,10,1512,The Dark Knight,312.3819,1562,Hotarubi no Mori e,309.2102,1557,Inception,269.8331,1581,The Legend of Hei,267.8843,1578,Violet Evergarden: The Movie,263.6888,1575,Parasite,263.5319,1520,Seven Samurai,251.4289,1567,Avengers: Endgame,250.7333,1600,Counterattack,246.5412,1513,Dead Poets Society,241.3791
1531,10,1598,The Forge,363.7154,1596,¿Quieres ser mi hijo?,273.1326,1578,Violet Evergarden: The Movie,266.1431,1509,The Lord of the Rings: The Return of the King,255.7506,1501,Forrest Gump,248.3226,1520,Seven Samurai,246.4972,1593,The Quintessential Quintuplets Movie,243.8158,1567,Avengers: Endgame,243.3123,1569,Spider-Man: Into the Spider-Verse,240.7577,1510,Princess Mononoke,239.3608
1532,10,1519,Once Upon a Time in the West,339.2165,1558,Le Trou,305.3661,1593,The Quintessential Quintuplets Movie,276.8479,1513,Dead Poets Society,261.0853,1502,Apocalypse Now,255.3496,1529,Rear Window,253.5321,1575,Parasite,243.9501,1590,Gabriel's Inferno: Part II,242.585,1517,The Shawshank Redemption,239.0394,1518,Once Upon a Time in America,236.1254
1533,10,1539,City Lights,378.0311,1585,Dedicated to my ex,290.9589,1545,Ikiru,256.955,1553,Harakiri,255.7563,1524,"The Good, the Bad and the Ugly",253.187,1541,Paths of Glory,252.6554,1556,Dilwale Dulhania Le Jayenge,252.2291,1577,Klaus,249.9365,1589,Gabriel's Inferno,244.7208,1590,Gabriel's Inferno: Part II,243.9495
1534,10,1535,Pulp Fiction,291.2955,1591,Gabriel's Inferno: Part III,291.2231,1534,Oldboy,264.4866,1556,Dilwale Dulhania Le Jayenge,256.9104,1585,Dedicated to my ex,252.4073,1569,Spider-Man: Into the Spider-Verse,250.857,1553,Harakiri,249.8594,1598,The Forge,246.1205,1515,The Godfather Part II,243.1652,1550,Cinema Paradiso,242.1926
1535,10,1543,The Empire Strikes Back,345.9677,1593,The Quintessential Quintuplets Movie,323.4,1529,Rear Window,286.1902,1524,"The Good, the Bad and the Ugly",258.3831,1518,Once Upon a Time in America,256.2466,1522,The Pianist,254.7383,1541,Paths of Glory,253.0659,1598,The Forge,252.4266,1554,A Brighter Summer Day,250.3691,1584,Miracle in Cell No. 7,249.6659
1536,10,1526,One Flew Over the Cuckoo's Nest,300.5654,1508,The Lord of the Rings: The Two Towers,285.8119,1593,The Quintessential Quintuplets Movie,273.134,1525,The Green Mile,269.603,1570,Your Name.,263.0415,1562,Hotarubi no Mori e,254.27,1511,Spirited Away,254.0047,1578,Violet Evergarden: The Movie,248.2701,1537,Se7en,246.2265,1533,Life Is Beautiful,242.6237
1537,10,1534,Oldboy,260.3699,1574,Green Book,259.7257,1597,The Wild Robot,259.1172,1598,The Forge,259.0974,1566,Hope,249.4157,1524,"The Good, the Bad and the Ugly",246.2953,1549,Perfect Blue,241.2836,1599,Chainsaw Man - The Movie: Reze Arc,240.9686,1561,The Intouchables,239.7385,1585,Dedicated to my ex,239.3742
1538,10,1567,Avengers: Endgame,301.9623,1526,One Flew Over the Cuckoo's Nest,299.6646,1573,Life in a Year,268.3298,1522,The Pianist,267.9273,1533,Life Is Beautiful,263.4166,1520,Seven Samurai,259.0136,1546,Howl's Moving Castle,258.335,1595,Once Upon a Studio,254.134,1590,Gabriel's Inferno: Part II,251.1688,1556,Dilwale Dulhania Le Jayenge,250.8849
1539,10,1544,Modern Times,353.5632,1577,Klaus,281.5901,1571,Dou kyu sei – Classmates,275.0146,1504,Gladiator,261.7404,1587,Out of the Clear Blue Sky,257.2326,1536,GoodFellas,243.5907,1572,A Silent Voice: The Movie,243.4603,1529,Rear Window,240.7063,1586,"Josee, the Tiger and the Fish",239.9825,1579,Spider-Man: Across the Spider-Verse,239.0894
1540,10,1521,12 Angry Men,378.5626,1513,Dead Poets Society,292.753,1555,Neon Genesis Evangelion: The End of Evangelion,286.2649,1512,The Dark Knight,269.1548,1571,Dou kyu sei – Classmates,259.7535,1548,The Legend of 1900,258.1249,1507,The Lord of the Rings: The Fellowship of the Ring,256.2561,1596,¿Quieres ser mi hijo?,256.1807,1529,Rear Window,252.3115,1520,Seven Samurai,251.5859
1541,10,1562,Hotarubi no Mori e,346.7344,1533,Life Is Beautiful,327.6536,1564,Interstellar,283.6721,1589,Gabriel's Inferno,269.0356,1592,Lucy Shimmers and the Prince of Peace,266.5437,1516,The Silence of the Lambs,265.282,1545,Ikiru,261.3014,1565,Whiplash,253.4601,1548,The Legend of 1900,252.3645,1551,Grave of the Fireflies,246.1901
1542,10,1547,The Lion King,280.8578,1524,"The Good, the Bad and the Ugly",263.881,1600,Counterattack,259.1817,1595,Once Upon a Studio,257.221,1567,Avengers: Endgame,256.0916,1529,Rear Window,251.9932,1590,Gabriel's Inferno: Part II,251.9288,1587,Out of the Clear Blue Sky,247.1822,1556,Dilwale Dulhania Le Jayenge,243.7187,1534,Oldboy,243.0657
1543,10,1543,The Empire Strikes Back,449.0371,1513,Dead Poets Society,365.0802,1540,The Great Dictator,295.2591,1589,Gabriel's Inferno,293.9564,1544,Modern Times,282.8538,1524,"The Good, the Bad and the Ugly",278.0102,1590,Gabriel's Inferno: Part II,274.1711,1550,Cinema Paradiso,257.6722,1573,Life in a Year,256.1279,1567,Avengers: Endgame,248.5676
1544,10,1570,Your Name.,312.9063,1562,Hotarubi no Mori e,307.8998,1582,Clouds,295.1496,1571,Dou kyu sei – Classmates,288.3593,1545,Ikiru,263.3866,1553,Harakiri,258.073,1594,Radical,254.5686,1565,Whiplash,249.9713,1589,Gabriel's Inferno,246.6394,1524,"The Good, the Bad and the Ugly",244.2503
1545,10,1520,Seven Samurai,358.1764,1550,Cinema Paradiso,304.948,1571,Dou kyu sei – Classmates,286.527,1565,Whiplash,276.3804,1525,The Green Mile,265.384,1588,Impossible Things,259.2447,1584,Miracle in Cell No. 7,259.1682,1590,Gabriel's Inferno: Part II,256.9571,1541,Paths of Glory,253.458,1516,The Silence of the Lambs,253.3063
1546,10,1501,Forrest Gump,404.9022,1591,Gabriel's Inferno: Part III,283.3026,1567,Avengers: Endgame,271.6326,1583,Given,264.7232,1549,Perfect Blue,259.9627,1581,The Legend of Hei,242.9753,1513,Dead Poets Society,242.9457,1530,City of God,239.1523,1524,"The Good, the Bad and the Ugly",238.1036,1574,Green Book,232.901
1547,10,1535,Pulp Fiction,294.9141,1590,Gabriel's Inferno: Part II,294.0122,1570,Your Name.,293.788,1596,¿Quieres ser mi hijo?,263.8095,1508,The Lord of the Rings: The Two Towers,259.0944,1510,Princess Mononoke,244.5081,1545,Ikiru,238.2681,1515,The Godfather Part II,237.8734,1504,Gladiator,236.9713,1558,Le Trou,236.6391
1548,10,1544,Modern Times,336.4611,1596,¿Quieres ser mi hijo?,286.5181,1598,The Forge,268.6861,1541,Paths of Glory,266.3349,1575,Parasite,264.1102,1567,Avengers: Endgame,255.3656,1583,Given,253.4343,1589,Gabriel's Inferno,245.0423,1502,Apocalypse Now,238.9002,1563,Wolf Children,237.6099
1549,10,1581,The Legend of Hei,401.9444,1538,Saving Private Ryan,319.4937,1596,¿Quieres ser mi hijo?,317.4351,1559,A Dog's Will,293.7203,1566,Hope,291.9183,1569,Spider-Man: Into the Spider-Verse,272.5275,1546,Howl's Moving Castle,261.4218,1553,Harakiri,251.9087,1540,The Great Dictator,251.578,1562,Hotarubi no Mori e,243.393
1550,10,1517,The Shawshank Redemption,386.3016,1580,Rascal Does Not Dream of a Dreaming Girl,385.7215,1569,Spider-Man: Into the Spider-Verse,278.4804,1596,¿Quieres ser mi hijo?,272.0037,1547,The Lion King,264.9629,1556,Dilwale Dulhania Le Jayenge,260.3235,1549,Perfect Blue,247.2224,1512,The Dark Knight,241.4589,1579,Spider-Man: Across the Spider-Verse,237.1737,1581,The Legend of Hei,236.9503
1551,10,1510,Princess Mononoke,355.3297,1567,Avengers: Endgame,320.2895,1552,High and Low,310.0627,1524,"The Good, the Bad and the Ugly",303.6491,1600,Counterattack,293.6334,1519,Once Upon a Time in the West,266.4259,1549,Perfect Blue,253.9953,1543,The Empire Strikes Back,249.2799,1539,City Lights,237.2934,1563,Wolf Children,235.3404
1552,10,1516,The Silence of the Lambs,301.7938,1539,City Lights,291.0766,1504,Gladiator,281.2349,1567,Avengers: Endgame,274.6106,1524,"The Good, the Bad and the Ugly",267.7823,1589,Gabriel's Inferno,265.3109,1549,Perfect Blue,263.2224,1581,The Legend of Hei,260.3495,1595,Once Upon a Studio,260.216,1556,Dilwale Dulhania Le Jayenge,252.289
1553,10,1520,Seven Samurai,372.9811,1587,Out of the Clear Blue Sky,302.7954,1539,City Lights,290.8996,1524,"The Good, the Bad and the Ugly",283.2662,1556,Dilwale Dulhania Le Jayenge,265.4043,1598,The Forge,264.4945,1593,The Quintessential Quintuplets Movie,255.4255,1547,The Lion King,252.6402,1596,¿Quieres ser mi hijo?,248.897,1561,The Intouchables,244.9575
1554,10,1543,The Empire Strikes Back,449.8203,1551,Grave of the Fireflies,315.7552,1566,Hope,266.6596,1506,Back to the Future,255.0298,1553,Harakiri,253.8176,1574,Green Book,247.7792,1526,One Flew Over the Cuckoo's Nest,246.4724,1571,Dou kyu sei – Classmates,246.2244,1516,The Silence of the Lambs,241.5162,1569,Spider-Man: Into the Spider-Verse,235.4239
1555,10,1574,Green Book,316.8312,1571,Dou kyu sei – Classmates,310.1677,1583,Given,274.9637,1567,Avengers: Endgame,274.5962,1538,Saving Private Ryan,273.2913,1596,¿Quieres ser mi hijo?,272.3482,1554,A Brighter Summer Day,259.471,1526,One Flew Over the Cuckoo's Nest,248.8937,1561,The Intouchables,247.8984,1524,"The Good, the Bad and the Ugly",247.2642
1556,10,1516,The Silence of the Lambs,258.7468,1543,The Empire Strikes Back,256.408,1532,The Matrix,251.9284,1553,Harakiri,242.5157,1520,Seven Samurai,241.9446,1573,Life in a Year,239.4873,1556,Dilwale Dulhania Le Jayenge,236.9858,1590,Gabriel's Inferno: Part II,235.4707,1563,Wolf Children,235.3703,1574,Green Book,234.3636
1557,10,1552,High and Low,350.8211,1545,Ikiru,326.2372,1579,Spider-Man: Across the Spider-Verse,285.5747,1567,Avengers: Endgame,274.4661,1578,Violet Evergarden: The Movie,259.5538,1583,Given,258.8196,1503,American History X,254.2305,1537,Se7en,253.9324,1520,Seven Samurai,252.9298,1524,"The Good, the Bad and the Ugly",244.0887
1558,10,1579,Spider-Man: Across the Spider-Verse,382.1108,1566,Hope,291.1094,1578,Violet Evergarden: The Movie,280.705,1567,Avengers: Endgame,259.7327,1580,Rascal Does Not Dream of a Dreaming Girl,257.7532,1572,A Silent Voice: The Movie,253.4686,1531,Sunset Boulevard,247.9013,1575,Parasite,246.7021,1553,Harakiri,245.2234,1596,¿Quieres ser mi hijo?,244.3972
1559,10,1519,Once Upon a Time in the West,276.9028,1574,Green Book,271.0749,1596,¿Quieres ser mi hijo?,259.0862,1565,Whiplash,258.1758,1548,The Legend of 1900,254.3732,1564,Interstellar,254.309,1571,Dou kyu sei – Classmates,250.0023,1553,Harakiri,249.6537,1563,Wolf Children,243.1434,1534,Oldboy,240.8268
1560,10,1596,¿Quieres ser mi hijo?,304.5062,1578,Violet Evergarden: The Movie,297.424,1527,Psycho,292.366,1561,The Intouchables,292.1493,1516,The Silence of the Lambs,271.5088,1581,The Legend of Hei,257.212,1532,The Matrix,252.1398,1563,Wolf Children,246.8895,1520,Seven Samurai,246.4917,1583,Given,246.3369
1561,10,1541,Paths of Glory,320.1421,1524,"The Good, the Bad and the Ugly",310.2825,1562,Hotarubi no Mori e,309.4521,1596,¿Quieres ser mi hijo?,308.7417,1574,Green Book,248.8993,1505,Léon: The Professional,246.6154,1583,Given,245.4995,1516,The Silence of the Lambs,245.2127,1599,Chainsaw Man - The Movie: Reze Arc,243.0708,1553,Harakiri,242.3102
1562,10,1537,Se7en,279.9315,1578,Violet Evergarden: The Movie,272.5515,1514,The Godfather,262.8789,1571,Dou kyu sei – Classmates,255.7396,1576,I Want to Eat Your Pancreas,242.7092,1516,The Silence of the Lambs,239.9113,1518,Once Upon a Time in America,239.8574,1548,The Legend of 1900,238.1541,1504,Gladiator,237.8635,1596,¿Quieres ser mi hijo?,235.4664
1563,10,1558,Le Trou,420.0962,1572,A Silent Voice: The Movie,297.3074,1568,Avengers: Infinity War,272.401,1571,Dou kyu sei – Classmates,267.4047,1596,¿Quieres ser mi hijo?,261.1497,1598,The Forge,259.8863,1510,Princess Mononoke,256.4518,1537,Se7en,253.2941,1599,Chainsaw Man - The Movie: Reze Arc,250.7937,1579,Spider-Man: Across the Spider-Verse,246.9133
1564,10,1572,A Silent Voice: The Movie,377.356,1557,Inception,326.5541,1556,Dilwale Dulhania Le Jayenge,306.3854,1564,Interstellar,291.3427,1520,Seven Samurai,261.9967,1554,A Brighter Summer Day,255.0537,1548,The Legend of 1900,248.7401,1562,Hotarubi no Mori e,244.5101,1528,Fight Club,243.6449,1524,"The Good, the Bad and the Ugly",243.0272
1565,10,1538,Saving Private Ryan,324.7411,1521,12 Angry Men,294.1133,1574,Green Book,265.7552,1549,Perfect Blue,265.3453,1545,Ikiru,262.0067,1524,"The Good, the Bad and the Ugly",258.0077,1553,Harakiri,252.7491,1536,GoodFellas,242.7067,1598,The Forge,241.9376,1541,Paths of Glory,240.0174
1566,10,1596,¿Quieres ser mi hijo?,323.9332,1578,Violet Evergarden: The Movie,314.739,1505,Léon: The Professional,303.4054,1540,The Great Dictator,283.3622,1582,Clouds,261.8017,1556,Dilwale Dulhania Le Jayenge,260.3562,1583,Given,243.2595,1566,Hope,237.4466,1545,Ikiru,236.4228,1553,Harakiri,235.8686
1567,10,1534,Oldboy,362.2937,1571,Dou kyu sei – Classmates,259.303,1566,Hope,258.7343,1550,Cinema Paradiso,257.3832,1553,Harakiri,245.9246,1516,The Silence of the Lambs,241.5121,1548,The Legend of 1900,240.3402,1525,The Green Mile,237.7986,1581,The Legend of Hei,237.24,1510,Princess Mononoke,231.4021
1568,10,1562,Hotarubi no Mori e,324.3559,1543,The Empire Strikes Back,287.1224,1521,12 Angry Men,273.5781,1571,Dou kyu sei – Classmates,271.6606,1549,Perfect Blue,249.2956,1596,¿Quieres ser mi hijo?,246.8286,1581,The Legend of Hei,237.9164,1501,Forrest Gump,237.3263,1566,Hope,232.5035,1565,Whiplash,231.2182
1569,10,1549,Perfect Blue,303.5901,1516,The Silence of the Lambs,292.012,1527,Psycho,283.262,1553,Harakiri,279.2351,1584,Miracle in Cell No. 7,278.3688,1509,The Lord of the Rings: The Return of the King,275.5074,1600,Counterattack,265.487,1538,Saving Private Ryan,260.4279,1520,Seven Samurai,256.1221,1545,Ikiru,245.3944
1570,10,1557,Inception,301.6612,1525,The Green Mile,283.4077,1596,¿Quieres ser mi hijo?,261.1688,1539,City Lights,255.0622,1548,The Legend of 1900,253.6754,1559,A Dog's Will,249.6052,1537,Se7en,246.6088,1562,Hotarubi no Mori e,244.3508,1542,It's a Wonderful Life,244.3178,1527,Psycho,241.7992
1571,10,1569,Spider-Man: Into the Spider-Verse,260.9175,1523,Schindler's List,246.4453,1519,Once Upon a Time in the West,242.1695,1553,Harakiri,241.1078,1516,The Silence of the Lambs,240.7111,1509,The Lord of the Rings: The Return of the King,240.0407,1528,Fight Club,239.5039,1574,Green Book,238.2229,1562,Hotarubi no Mori e,237.0304,1549,Perfect Blue,233.8687
