CustomerKey,TotalCards,ActiveCards,InactiveCards,CreditCards,DebitCards,UniqueNetworks,PaymentDiversification,PrimaryNetwork,Has_Visa,Has_Mastercard,Has_AmericanExpress,Has_PayPal,Has_Discover,Has_DebitCard,Has_JCB,DaysToNextExpiry,HasExpiredCard,HasCardExpiringSoon,IssuingCountry,CountryMatchIssuer,LifetimeValue,PaymentReliability,ChurnRiskScore,MonthsAsCustomer,CustomerSegment,PaymentTrustSegment,Gender,IsActive,DeviceType,RegistrationSource,CityName,StateName,CountryName,ISOCode,Continent,CreateDate
1526,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,824.0,0,0,US,1,545.61,0.94,0.323,55,Silver,High Trust,male,1,smart_tv,smart_tv,Clinton,Michigan,United States,US,North America,2021-10-13
1527,1,1,0,1,0,1,Single,American Express,0,0,1,0,0,0,0,1735.0,0,0,US,1,1399.59,0.751,0.301,80,Silver,Medium Trust,female,1,mobile,smart_tv,Madison,Indiana,United States,US,North America,2019-09-02
1528,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1036.0,0,0,US,1,3129.6,0.94,0.137,188,Gold,High Trust,female,1,smart_tv,web,Georgetown,Indiana,United States,US,North America,2010-09-02
1529,2,2,0,2,0,2,Dual,Visa,1,1,0,0,0,0,0,671.0,0,0,US,1,1776.8,0.888,0.772,196,Bronze,Medium Trust,male,0,smart_tv,partner,Georgetown,Missouri,United States,US,North America,2010-01-15
1530,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,611.0,0,0,US,1,2474.75,0.757,0.206,179,Silver,Medium Trust,female,1,smart_tv,web,Los Angeles,California,United States,US,North America,2011-06-11
1531,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,1127.0,0,0,US,1,981.71,0.941,0.21,112,Silver,High Trust,male,1,smart_tv,mobile_app,Savannah,Georgia,United States,US,North America,2017-01-31
1532,1,1,0,1,0,1,Single,JCB,0,0,0,0,0,0,1,335.0,0,0,US,1,153.55,0.937,0.788,1,Bronze,High Trust,female,0,desktop,smart_tv,Madison,Missouri,United States,US,North America,2026-05-30
1533,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,2153.44,0.712,0.261,142,Silver,Medium Trust,female,1,desktop,mobile_app,Allentown,Pennsylvania,United States,US,North America,2014-07-19
1534,1,1,0,0,1,1,Single,Debit Card,0,0,0,0,0,1,0,580.0,0,0,US,1,689.64,0.761,0.326,72,Bronze,Medium Trust,other,1,smart_tv,smart_tv,Salem,Missouri,United States,US,North America,2020-05-11
1535,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1127.0,0,0,US,1,2528.14,0.978,0.161,186,Gold,High Trust,male,1,mobile,mobile_app,Franklin,Colorado,United States,US,North America,2010-11-25
1536,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,977.23,0.825,0.325,98,Silver,Medium Trust,other,1,smart_tv,mobile_app,Augusta,Georgia,United States,US,North America,2018-03-27
1537,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1311.0,0,0,US,1,595.72,0.845,0.358,39,Silver,Medium Trust,female,1,desktop,partner,Madison,Missouri,United States,US,North America,2023-02-15
1538,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1127.0,0,0,US,1,352.63,0.736,0.359,21,Bronze,Medium Trust,male,1,desktop,mobile_app,Salem,South Carolina,United States,US,North America,2024-08-29
1539,1,1,0,1,0,1,Single,JCB,0,0,0,0,0,0,1,1005.0,0,0,US,1,897.05,0.787,0.293,96,Silver,Medium Trust,female,1,desktop,web,Springfield,New Jersey,United States,US,North America,2018-05-13
1540,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,946.0,0,0,US,1,2519.22,0.868,0.183,165,Silver,Medium Trust,female,1,smart_tv,smart_tv,Madison,Tennessee,United States,US,North America,2012-08-18
1541,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,519.0,0,0,US,1,1511.39,0.897,0.237,116,Silver,Medium Trust,male,1,desktop,web,Clinton,Tennessee,United States,US,North America,2016-09-28
1542,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,1389.96,0.94,0.282,108,Silver,High Trust,female,1,smart_tv,smart_tv,Franklin,Arizona,United States,US,North America,2017-05-19
1543,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,793.0,0,0,US,1,160.33,0.915,0.409,5,Silver,High Trust,male,1,desktop,mobile_app,Salem,Minnesota,United States,US,North America,2025-12-03
1544,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,885.0,0,0,US,1,381.02,0.803,0.377,26,Bronze,Medium Trust,male,1,mobile,smart_tv,Miami,Florida,United States,US,North America,2024-03-14
1545,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,1431.0,0,0,US,1,2976.9,0.784,0.18,168,Silver,Medium Trust,male,1,mobile,web,Joliet,Illinois,United States,US,North America,2012-05-18
1546,2,1,1,2,0,1,Single,Mastercard,0,1,0,0,0,0,0,396.0,0,0,US,1,1792.34,0.891,0.177,190,Gold,Medium Trust,male,1,smart_tv,web,Yonkers,New York,United States,US,North America,2010-07-04
1547,2,2,0,2,0,2,Dual,American Express,0,1,1,0,0,0,0,915.0,0,0,US,1,1059.49,0.861,0.262,77,Silver,Medium Trust,female,1,smart_tv,mobile_app,Springfield,Missouri,United States,US,North America,2019-12-24
1548,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,793.0,0,0,US,1,2434.99,0.747,0.175,179,Silver,Medium Trust,female,1,smart_tv,smart_tv,Clinton,Tennessee,United States,US,North America,2011-06-17
1549,2,2,0,1,0,2,Dual,Mastercard,0,1,0,1,0,0,0,1280.0,0,0,US,1,2127.59,0.884,0.228,169,Silver,Medium Trust,male,1,smart_tv,mobile_app,Springfield,Washington,United States,US,North America,2012-04-05
1550,2,2,0,1,0,2,Dual,PayPal,0,1,0,1,0,0,0,1431.0,0,0,US,1,2336.62,0.771,0.239,139,Silver,Medium Trust,female,1,desktop,mobile_app,Salem,Arizona,United States,US,North America,2014-10-29
1551,2,2,0,2,0,2,Dual,Mastercard,1,1,0,0,0,0,0,732.0,0,0,US,1,1214.5,0.935,0.742,67,Bronze,High Trust,male,0,smart_tv,mobile_app,Cincinnati,Ohio,United States,US,North America,2020-10-02
1552,2,2,0,2,0,1,Single,Visa,1,0,0,0,0,0,0,946.0,0,0,US,1,1621.53,0.862,0.326,95,Silver,Medium Trust,female,1,desktop,mobile_app,Franklin,Alabama,United States,US,North America,2018-06-19
1553,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1401.0,0,0,US,1,2052.02,0.776,0.193,128,Silver,Medium Trust,male,1,tablet,smart_tv,Madison,Indiana,United States,US,North America,2015-09-08
1554,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,885.0,0,0,US,1,1818.94,0.866,0.222,195,Silver,Medium Trust,female,1,smart_tv,web,Syracuse,New York,United States,US,North America,2010-02-21
1555,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,1727.59,0.979,0.19,141,Gold,High Trust,female,1,mobile,web,St. Petersburg,Florida,United States,US,North America,2014-08-16
1556,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,977.0,0,0,US,1,163.29,0.957,0.315,1,Bronze,High Trust,male,1,tablet,mobile_app,Yonkers,New York,United States,US,North America,2026-05-30
1557,2,2,0,2,0,2,Dual,JCB,0,0,0,0,1,0,1,611.0,0,0,US,1,1868.04,0.909,0.266,106,Silver,High Trust,male,1,mobile,web,Madison,North Carolina,United States,US,North America,2017-07-19
1558,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1342.0,0,0,US,1,1139.52,0.978,0.25,111,Silver,High Trust,female,1,mobile,web,Springfield,Illinois,United States,US,North America,2017-02-24
1559,2,2,0,2,0,2,Dual,Visa,1,1,0,0,0,0,0,1036.0,0,0,US,1,631.16,0.902,0.359,46,Bronze,High Trust,other,1,smart_tv,web,San Jose,California,United States,US,North America,2022-07-02
1560,3,3,0,2,0,2,Dual,Visa,1,0,0,1,0,0,0,1189.0,0,0,US,1,1581.26,0.811,0.263,113,Silver,Medium Trust,female,1,smart_tv,smart_tv,Akron,Ohio,United States,US,North America,2016-12-17
1561,2,2,0,1,0,2,Dual,PayPal,1,0,0,1,0,0,0,824.0,0,0,US,1,941.36,0.968,0.285,57,Silver,High Trust,male,1,smart_tv,mobile_app,Columbus,Georgia,United States,US,North America,2021-08-03
1562,2,2,0,2,0,1,Single,Visa,1,0,0,0,0,0,0,1189.0,0,0,US,1,1430.96,0.783,0.275,149,Silver,Medium Trust,male,1,mobile,web,Franklin,South Carolina,United States,US,North America,2013-12-31
1563,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1036.0,0,0,US,1,758.54,0.928,0.271,44,Silver,High Trust,male,1,desktop,web,Springfield,Minnesota,United States,US,North America,2022-09-04
1564,1,1,0,1,0,1,Single,Discover,0,0,0,0,1,0,0,1615.0,0,0,US,1,2624.77,0.969,0.248,187,Gold,High Trust,female,1,smart_tv,smart_tv,Georgetown,Alabama,United States,US,North America,2010-10-07
1565,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,93.0,0,0,US,1,120.4,0.841,0.389,1,Bronze,Medium Trust,male,1,desktop,smart_tv,Dayton,Ohio,United States,US,North America,2026-04-29
1566,2,2,0,1,0,2,Dual,PayPal,1,0,0,1,0,0,0,1342.0,0,0,US,1,620.36,0.969,0.287,44,Silver,High Trust,male,1,tablet,web,Franklin,Tennessee,United States,US,North America,2022-09-10
1567,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1097.0,0,0,US,1,2081.53,0.998,0.217,129,Gold,High Trust,female,1,smart_tv,web,Houston,Texas,United States,US,North America,2015-08-08
1568,1,1,0,1,0,1,Single,JCB,0,0,0,0,0,0,1,946.0,0,0,US,1,152.27,0.899,0.292,1,Bronze,Medium Trust,male,1,smart_tv,mobile_app,Clinton,Alabama,United States,US,North America,2026-05-30
1569,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1097.0,0,0,US,1,1082.28,0.731,0.28,87,Bronze,Medium Trust,male,1,tablet,mobile_app,Jacksonville,Florida,United States,US,North America,2019-02-08
1570,1,1,0,0,1,1,Single,Debit Card,0,0,0,0,0,1,0,335.0,0,0,US,1,750.93,0.886,0.262,62,Silver,Medium Trust,male,1,desktop,mobile_app,Georgetown,Maryland,United States,US,North America,2021-03-26
1571,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,977.0,0,0,US,1,697.54,0.99,0.309,56,Silver,High Trust,female,1,mobile,smart_tv,Franklin,Michigan,United States,US,North America,2021-09-17
1572,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,1913.31,0.969,0.139,131,Gold,High Trust,male,1,smart_tv,mobile_app,Athens,Georgia,United States,US,North America,2015-06-08
1573,1,1,0,1,0,1,Single,JCB,0,0,0,0,0,0,1,1189.0,0,0,US,1,1457.09,0.936,0.325,92,Silver,High Trust,female,1,smart_tv,web,Salem,Wisconsin,United States,US,North America,2018-09-17
1574,2,2,0,2,0,1,Single,Visa,1,0,0,0,0,0,0,854.0,0,0,US,1,1836.26,0.901,0.239,130,Silver,High Trust,male,1,desktop,mobile_app,Springfield,Arizona,United States,US,North America,2015-07-17
1575,2,2,0,1,1,2,Dual,Debit Card,1,0,0,0,0,1,0,762.0,0,0,US,1,122.9,0.998,0.347,4,Silver,High Trust,other,1,mobile,web,Madison,Alabama,United States,US,North America,2026-01-10
1576,1,1,0,1,0,1,Single,American Express,0,0,1,0,0,0,0,1370.0,0,0,US,1,975.55,0.947,0.294,101,Silver,High Trust,female,1,mobile,mobile_app,Austin,Texas,United States,US,North America,2017-12-30
1577,1,1,0,1,0,1,Single,Discover,0,0,0,0,1,0,0,1158.0,0,0,US,1,1899.9,0.838,0.28,108,Silver,Medium Trust,male,1,mobile,mobile_app,Madison,Michigan,United States,US,North America,2017-05-15
1578,1,1,0,1,0,1,Single,Discover,0,0,0,0,1,0,0,854.0,0,0,US,1,2273.08,0.819,0.297,137,Silver,Medium Trust,male,1,desktop,mobile_app,Franklin,New Jersey,United States,US,North America,2014-12-03
1579,3,3,0,3,0,3,Multi,Visa,1,1,1,0,0,0,0,1097.0,0,0,US,1,169.83,0.775,0.384,8,Bronze,Medium Trust,female,1,mobile,partner,Clinton,Indiana,United States,US,North America,2025-09-21
1580,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,793.0,0,0,US,1,339.08,0.717,0.859,34,Bronze,Medium Trust,male,0,smart_tv,web,Madison,North Carolina,United States,US,North America,2023-07-17
1581,2,2,0,2,0,2,Dual,Mastercard,1,1,0,0,0,0,0,915.0,0,0,US,1,2949.31,0.757,0.957,191,Bronze,Medium Trust,male,0,smart_tv,mobile_app,Clinton,Wisconsin,United States,US,North America,2010-06-04
1582,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,519.0,0,0,US,1,3388.47,0.844,0.19,195,Silver,Medium Trust,other,1,mobile,smart_tv,Springfield,Indiana,United States,US,North America,2010-02-19
1583,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1158.0,0,0,US,1,3525.0,0.956,0.2,188,Gold,High Trust,female,1,mobile,partner,El Paso,Texas,United States,US,North America,2010-09-21
1584,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,738.33,0.817,0.271,84,Silver,Medium Trust,female,1,tablet,web,Salem,Minnesota,United States,US,North America,2019-05-06
1585,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,765.29,0.984,0.278,46,Silver,High Trust,female,1,smart_tv,smart_tv,Franklin,Minnesota,United States,US,North America,2022-07-31
1586,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,1158.0,0,0,US,1,84.8,0.738,0.771,5,Bronze,Medium Trust,female,0,smart_tv,web,Franklin,Indiana,United States,US,North America,2025-12-21
1587,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1066.0,0,0,US,1,1123.69,0.937,0.25,76,Silver,High Trust,female,1,tablet,smart_tv,Madison,Missouri,United States,US,North America,2020-01-31
1588,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,977.0,0,0,US,1,462.3,0.889,0.311,36,Silver,Medium Trust,female,1,desktop,web,Madison,Alabama,United States,US,North America,2023-05-17
1589,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,549.0,0,0,US,1,2674.28,0.939,0.189,163,Silver,High Trust,female,1,desktop,partner,San Diego,California,United States,US,North America,2012-10-31
1590,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,86.36,0.906,0.381,1,Bronze,High Trust,male,1,mobile,mobile_app,Salem,Wisconsin,United States,US,North America,2026-05-30
1591,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,885.0,0,0,US,1,689.78,0.934,0.301,47,Silver,High Trust,female,1,smart_tv,mobile_app,Madison,Minnesota,United States,US,North America,2022-06-29
1592,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,915.0,0,0,US,1,96.08,0.899,0.783,8,Bronze,Medium Trust,male,0,tablet,smart_tv,Rochester,New York,United States,US,North America,2025-09-24
1593,3,3,0,2,1,3,Multi,Mastercard,1,1,0,0,0,1,0,762.0,0,0,US,1,2725.33,0.759,0.232,190,Silver,Medium Trust,male,1,desktop,partner,Athens,Georgia,United States,US,North America,2010-07-20
1594,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1735.0,0,0,US,1,82.85,0.845,0.32,1,Silver,Medium Trust,male,1,smart_tv,mobile_app,Los Angeles,California,United States,US,North America,2026-04-28
1595,1,1,0,1,0,1,Single,American Express,0,0,1,0,0,0,0,1127.0,0,0,US,1,1129.15,0.907,0.274,122,Silver,High Trust,male,1,smart_tv,web,Salem,Arizona,United States,US,North America,2016-03-13
1596,1,1,0,1,0,1,Single,American Express,0,0,1,0,0,0,0,1158.0,0,0,US,1,445.48,0.897,0.305,46,Silver,Medium Trust,male,1,desktop,web,Madison,Washington,United States,US,North America,2022-07-25
1597,1,0,1,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,1036.0,0,0,US,1,2958.25,0.82,0.174,190,Silver,Low Trust,male,1,smart_tv,mobile_app,Madison,Arizona,United States,US,North America,2010-07-05
1598,2,2,0,2,0,1,Single,Mastercard,0,1,0,0,0,0,0,335.0,0,0,US,1,864.65,0.935,0.927,76,Bronze,High Trust,male,0,tablet,smart_tv,Madison,Missouri,United States,US,North America,2020-01-03
1599,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,1066.0,0,0,US,1,1551.03,0.899,0.172,158,Gold,Medium Trust,female,1,mobile,mobile_app,Georgetown,Minnesota,United States,US,North America,2013-03-03
1600,1,1,0,1,0,1,Single,American Express,0,0,1,0,0,0,0,1949.0,0,0,US,1,1287.19,0.998,0.184,127,Silver,High Trust,male,1,mobile,web,Salem,Wisconsin,United States,US,North America,2015-10-12
1601,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,977.0,0,0,US,1,143.47,0.97,0.275,1,Silver,High Trust,male,1,desktop,partner,Scranton,Pennsylvania,United States,US,North America,2026-05-30
1602,1,1,0,0,1,1,Single,Debit Card,0,0,0,0,0,1,0,1158.0,0,0,US,1,158.19,0.979,0.325,18,Silver,High Trust,male,1,mobile,mobile_app,Franklin,Colorado,United States,US,North America,2024-11-16
1603,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,94.81,0.81,0.467,1,Bronze,Medium Trust,male,1,desktop,web,Springfield,Massachusetts,United States,US,North America,2026-05-30
1604,2,2,0,2,0,2,Dual,Visa,1,1,0,0,0,0,0,611.0,0,0,US,1,1408.99,0.966,0.163,115,Gold,High Trust,female,1,mobile,web,Georgetown,New Jersey,United States,US,North America,2016-10-31
1605,1,1,0,0,1,1,Single,Debit Card,0,0,0,0,0,1,0,1462.0,0,0,US,1,2315.8,0.92,0.176,193,Gold,High Trust,male,1,desktop,web,Salem,Washington,United States,US,North America,2010-04-08
1606,2,2,0,2,0,1,Single,Visa,1,0,0,0,0,0,0,1342.0,0,0,US,1,1976.45,0.985,0.206,130,Silver,High Trust,female,1,mobile,web,Franklin,Arizona,United States,US,North America,2015-07-24
1607,2,2,0,2,0,2,Dual,Mastercard,1,1,0,0,0,0,0,732.0,0,0,US,1,781.89,0.91,0.319,73,Silver,High Trust,male,1,mobile,mobile_app,Toledo,Ohio,United States,US,North America,2020-04-17
1608,1,1,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,1574.18,0.91,0.129,184,Gold,High Trust,male,1,tablet,web,Clinton,Washington,United States,US,North America,2011-01-08
1609,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,549.0,0,0,US,1,114.77,0.816,0.372,10,Bronze,Medium Trust,female,1,mobile,smart_tv,Georgetown,Arizona,United States,US,North America,2025-07-02
1610,3,3,0,2,0,3,Multi,Mastercard,1,1,0,1,0,0,0,1280.0,0,0,US,1,3150.8,0.793,0.241,163,Silver,Medium Trust,male,1,desktop,partner,Columbus,Georgia,United States,US,North America,2012-10-02
1611,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,701.0,0,0,US,1,1778.87,0.771,0.241,160,Silver,Medium Trust,female,1,smart_tv,smart_tv,Salem,New Jersey,United States,US,North America,2013-01-28
1612,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,854.0,0,0,US,1,105.51,0.998,0.336,1,Silver,High Trust,female,1,smart_tv,mobile_app,Georgetown,Wisconsin,United States,US,North America,2026-05-30
1613,2,2,0,1,0,2,Dual,Mastercard,0,1,0,1,0,0,0,1097.0,0,0,US,1,803.58,0.735,0.283,84,Bronze,Medium Trust,female,1,mobile,smart_tv,Clinton,Colorado,United States,US,North America,2019-05-20
1614,1,1,0,1,0,1,Single,JCB,0,0,0,0,0,0,1,854.0,0,0,US,1,2011.0,0.945,0.288,120,Silver,High Trust,female,1,desktop,mobile_app,Clinton,North Carolina,United States,US,North America,2016-05-25
1615,2,2,0,0,0,1,Single,PayPal,0,0,0,1,0,0,0,,0,0,US,1,1848.89,0.964,0.216,146,Silver,High Trust,male,1,desktop,mobile_app,Clinton,New Jersey,United States,US,North America,2014-03-21
1616,2,2,0,2,0,1,Single,Visa,1,0,0,0,0,0,0,488.0,0,0,US,1,931.42,0.763,0.346,65,Silver,Medium Trust,male,1,tablet,mobile_app,Springfield,Tennessee,United States,US,North America,2020-12-24
1617,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,671.0,0,0,US,1,1701.64,0.859,0.27,136,Silver,Medium Trust,female,1,smart_tv,mobile_app,Springfield,Colorado,United States,US,North America,2015-01-06
1618,1,1,0,1,0,1,Single,Mastercard,0,1,0,0,0,0,0,1219.0,0,0,US,1,3148.3,0.979,0.095,180,Gold,High Trust,female,1,smart_tv,smart_tv,Sacramento,California,United States,US,North America,2011-05-18
1619,1,1,0,1,0,1,Single,Visa,1,0,0,0,0,0,0,701.0,0,0,US,1,92.3,0.927,0.383,1,Bronze,High Trust,male,1,desktop,mobile_app,Springfield,Minnesota,United States,US,North America,2026-04-18
1620,1,1,0,0,1,1,Single,Debit Card,0,0,0,0,0,1,0,1615.0,0,0,US,1,115.65,0.928,0.285,1,Silver,High Trust,male,1,desktop,web,Madison,Virginia,United States,US,North America,2026-05-01
