ContentKey,FilmID,Title,Revenue,Budget,ROI,ProfitMargin,RevenuePerMinute,Rating,RatingCategory,VoteCount,Popularity,Runtime,ContentType,AgeRating,IsAdult,BudgetCategory,Language,LanguageISO,IsInCollection,CollectionName,ReleaseYear,ReleaseQuarter,StreamingYear,StreamingMonth,StreamingQuarter,DaysSinceStreaming,CategoryCount,PrimaryCategory,AllCategories,PrimaryGenreGroup,AllGenreGroups,CastSize,AvgCastPopularity,TotalCastAwards,TopActorName,TopActorNationality,TopActorGender,TopActorPopularity,AllActors,OriginCountry,ContentSource,Tagline
1540,914,The Great Dictator,11000000,2000000,4.5,0.8182,88000.0,8.3,Great,377,4.8623,125,Movie,NR,0,Micro,English,en,0,,1940,,2025,8,3,287,1,Comedy,Comedy,Light & Feel-Good,Light & Feel-Good,3,5.45,0,Luna Ferreira,SE,female,3.45,Luna Ferreira | Mizuki Sasaki | Kevin Anderson,US,Licensed,
1541,975,Paths of Glory,1200000,935000,0.2834,0.2208,13636.36,8.255,Great,775,4.4969,88,Movie,NR,0,Micro,English,en,0,,1957,,2022,1,1,1593,1,War,War,Action & Spectacle,Action & Spectacle,4,3.99,0,Mia Ferreira,BR,female,2.75,Mia Ferreira | Brian Hernandez | Linda Jones | Emily Thomas,US,Original,
1542,1585,It's a Wonderful Life,9644124,3180000,2.0327,0.6703,73619.27,8.277,Great,1703,6.3928,131,Movie,NR,0,Micro,English,en,0,,1946,,2025,2,1,466,1,Drama,Drama,Narrative,Narrative,4,3.72,0,Susan Jones,US,female,0.86,Susan Jones | Daniel Rodriguez | James Jones | Riko Sasaki,US,Licensed,
1543,1891,The Empire Strikes Back,538400000,18000000,28.9111,0.9666,4341935.48,8.392,Great,1069,8.8943,124,Movie,PG,0,Low,English,en,1,Star Wars Collection,1980,,2023,7,3,1044,2,Adventure,Adventure | Action & Adventure,Action & Spectacle,Action & Spectacle,7,5.91,2,William Taylor,US,male,10.37,William Taylor | Michael Lopez | Seo-jun Kang | Sandra Miller | Aaron Lopez,US,Licensed,The saga continues.
1544,3082,Modern Times,1800000,1500000,0.2,0.1667,20689.66,8.3,Great,228,4.2496,87,Movie,NR,0,Micro,English,en,0,,1936,,2024,10,4,601,1,Comedy,Comedy,Light & Feel-Good,Light & Feel-Good,7,4.1,1,Sandra Rodriguez,US,female,6.21,Sandra Rodriguez | Thomas Lopez | Eric Lopez | Sofia Souza | Layla Pereira,US,Licensed,
1545,3782,Ikiru,55240,150000,-0.6317,-1.7154,386.29,8.3,Great,396,4.5324,143,Movie,NR,0,Micro,Japanese,ja,0,,1952,,2024,12,4,539,1,Drama,Drama,Narrative,Narrative,6,6.37,1,Emma Pereira,AT,female,2.72,Emma Pereira | Emily Jackson | Hiroshi Sasaki | Sakura Yoshida | Miku Nakamura,JP,Licensed,
1546,4935,Howl's Moving Castle,236049757,24000000,8.8354,0.8983,1983611.4,8.387,Great,6541,20.7843,119,Movie,PG,0,Mid,Japanese,ja,1,Studio Ghibli Collection,2004,,2025,4,2,407,1,Fantasy,Fantasy,Family & Fantasy,Family & Fantasy,4,4.71,0,Ai Sato,JP,female,3.64,Ai Sato | Sakura Yamamoto | Joshua Taylor | Mia Ferreira,JP,Licensed,
1547,8587,The Lion King,763455561,45000000,15.9657,0.9411,8578152.37,8.252,Great,1723,17.8621,89,Movie,G,0,Mid,English,en,1,The Lion King Collection,1994,,2025,8,3,275,2,Family,Family | Kids,Family & Fantasy,Family & Fantasy,7,4.54,0,Ashley Moore,US,female,1.48,Ashley Moore | Jennifer Williams | Michael Anderson | Brian Martinez | William Davies,US,Licensed,The king has returned.
1548,10376,The Legend of 1900,21057208,13000000,0.6198,0.3826,123865.93,8.241,Great,283,4.0061,170,Movie,R,0,Low,Italian,it,0,,1998,,2024,12,4,518,1,Drama,Drama,Narrative,Narrative,5,4.46,1,Riccardo Romano,IT,male,4.97,Riccardo Romano | Alex Silva | Melissa Thomas | Nancy Jones | Karen Brown,IT,Licensed,
1549,10494,Perfect Blue,683666,250000,1.7347,0.6343,8337.39,8.299,Great,677,8.9785,82,Movie,R,0,Micro,Japanese,ja,0,,1998,,2025,5,2,385,1,Animation,Animation,Family & Fantasy,Family & Fantasy,4,8.31,1,Brian Lee,US,male,1.67,Brian Lee | Yuki Watanabe | Miku Nakamura | Yuki Yoshida,JP,Licensed,
1550,11216,Cinema Paradiso,12462062,5000000,1.4924,0.5988,100500.5,8.423,Great,854,7.1378,124,Movie,NR,0,Micro,Italian,it,0,,1988,,2023,8,3,1028,1,Drama,Drama,Narrative,Narrative,5,4.51,0,Thomas Smith,GB,male,4.42,Thomas Smith | Betty Martin | Tyler Lopez | Emily Johnson | David Taylor,IT,Licensed,A celebration of the magic of the movies.
1551,12477,Grave of the Fireflies,842132,500000,0.6843,0.4063,9462.16,8.4,Great,10,0.0107,89,Movie,NR,0,Micro,Japanese,ja,1,Studio Ghibli Collection,1988,,2021,2,1,1938,1,Animation,Animation,Family & Fantasy,Family & Fantasy,4,3.26,0,Satoshi Yamaguchi,JP,male,5.74,Satoshi Yamaguchi | Layla Carvalho | Arthur Williams | Haruka Yoshida,JP,Licensed,
1552,12493,High and Low,0,200000,-1.0,,0.0,8.351,Great,288,4.7935,142,Movie,NR,0,Micro,Japanese,ja,0,,1963,,2023,2,1,1205,1,Drama,Drama,Narrative,Narrative,3,3.76,1,Ana Jiménez,ES,female,6.87,Ana Jiménez | Linda Lopez | Amanda Rodriguez,JP,Licensed,
1553,14537,Harakiri,0,150000,-1.0,,0.0,8.4,Great,920,4.9165,135,Movie,NR,0,Micro,Japanese,ja,0,,1962,,2023,2,1,1188,2,Action,Action | Action & Adventure,Action & Spectacle,Action & Spectacle,3,11.15,0,Mia Wilson,GB,female,18.18,Mia Wilson | Yui Kato | Rebecca Brown,JP,Licensed,
1554,15804,A Brighter Summer Day,0,800000,-1.0,,0.0,8.3,Great,381,3.2581,237,Movie,NR,0,Micro,Mandarin,zh,0,,1991,,2025,12,4,150,1,Crime,Crime,Narrative,Narrative,6,3.34,0,Chiara Ricci,IT,female,1.67,Chiara Ricci | Lily Silva | Jordan Ferreira | Jacob Evans | Melissa Brown,TW,Co-production,
1555,18491,Neon Genesis Evangelion: The End of Evangelion,20563523,8000000,1.5704,0.611,236362.33,8.3,Great,708,7.2801,87,Movie,NR,0,Low,Japanese,ja,1,Evangelion Collection,1997,,2023,2,1,1202,1,Animation,Animation,Family & Fantasy,Family & Fantasy,6,3.38,1,Yui Yamaguchi,JP,female,0.57,Yui Yamaguchi | Mary Lee | Christopher Hernandez | Jessica Garcia | Tyler Anderson,JP,Licensed,
1556,19404,Dilwale Dulhania Le Jayenge,100000000,4000000,24.0,0.96,526315.79,8.5,Great,2246,11.4969,190,Movie,NR,0,Micro,Hindi,hi,0,,1995,,2021,11,4,1652,1,Comedy,Comedy,Light & Feel-Good,Light & Feel-Good,4,5.44,1,Jennifer Wilson,US,female,1.15,Jennifer Wilson | Blake Santos | Sandra Williams | Andrea Bruno,IN,Licensed,"Come, fall in love."
1557,27205,Inception,839030630,160000000,4.2439,0.8093,5669125.88,8.37,Great,1578,30.7438,148,Movie,PG-13,0,High,English,en,0,,2010,1.0,2025,11,4,188,1,Action,Action,Action & Spectacle,Action & Spectacle,7,4.95,0,Brian Rodriguez,US,male,1.42,Brian Rodriguez | Aaron Garcia | Jessica Wilson | Linda Martinez | Hyun-soo Kang,US,Licensed,Your mind is the scene of the crime.
1558,29259,Le Trou,33187,300000,-0.8894,-8.0397,251.42,8.253,Great,365,5.2838,132,Movie,NR,0,Micro,French,fr,0,,1960,,2025,4,2,406,1,Drama,Drama,Narrative,Narrative,6,8.22,0,Lily Ferreira,BE,female,5.76,Lily Ferreira | Riko Tanaka | Emily Garcia | François Cluzet | Jordan Santos,FR,Original,
1559,40096,A Dog's Will,4903192,1200000,3.086,0.7553,47146.08,8.42,Great,360,3.164,104,Movie,NR,0,Micro,Portuguese,pt,0,,2000,,2026,5,2,5,1,Comedy,Comedy,Light & Feel-Good,Light & Feel-Good,5,8.77,1,Layla Costa,BR,female,31.59,Layla Costa | Isla Taylor | Mia Souza | Aoi Inoue | Patricia Jiménez,BR,Licensed,
1560,42269,We All Loved Each Other So Much,0,400000,-1.0,,0.0,8.289,Great,222,2.005,125,Movie,NR,0,Micro,Italian,it,0,,1974,,2024,12,4,521,1,Drama,Drama,Narrative,Narrative,5,3.0,3,Kevin Garcia,US,male,2.9,Kevin Garcia | John Moore | David Díaz | Sarah Williams | Ha-eun Cho,IT,Licensed,
1561,77338,The Intouchables,426590315,25000000,16.0636,0.9414,3775135.53,8.27,Great,401,13.8473,113,Movie,R,0,Mid,French,fr,0,,2011,1.0,2026,2,1,93,1,Drama,Drama,Narrative,Narrative,3,3.39,0,Amanda Brown,US,female,4.99,Amanda Brown | Laurent Thomas | Brian Rodriguez,FR,Co-production,
1562,92321,Hotarubi no Mori e,0,500000,-1.0,,0.0,8.251,Great,10,0.0062,45,Movie,NR,0,Micro,Japanese,ja,0,,2011,1.0,2025,8,3,300,1,Romance,Romance,Light & Feel-Good,Light & Feel-Good,5,10.44,0,Brandon Garcia,US,male,1.1,Brandon Garcia | Rebecca Lopez | Aoi Yamaguchi | Ashley Lee | Ryota Sasaki,JP,Licensed,
1563,110420,Wolf Children,55262158,2000000,26.6311,0.9638,472326.14,8.2,Great,587,7.4268,117,Movie,PG,0,Micro,Japanese,ja,0,,2012,1.0,2024,12,4,533,2,Animation,Animation | Kids,Family & Fantasy,Family & Fantasy,4,3.9,0,Amanda Rodriguez,US,female,0.64,Amanda Rodriguez | Andrew Moore | Brandon Lee | Taro Matsumoto,JP,Licensed,
1564,157336,Interstellar,746606706,165000000,3.5249,0.779,4417791.16,8.468,Great,6459,51.9361,169,Movie,PG-13,0,High,English,en,0,,2014,1.0,2023,12,4,886,1,Adventure,Adventure,Action & Spectacle,Action & Spectacle,3,7.96,0,Eric Jackson,US,male,0.67,Eric Jackson | Christopher Brown | Adam Lopez,US,Licensed,Mankind was born on Earth. It was never meant to die here.
1565,244786,Whiplash,50307484,3300000,14.2447,0.9344,470163.4,8.4,Great,1981,17.9136,107,Movie,R,0,Micro,English,en,0,,2014,1.0,2019,11,4,2395,1,Drama,Drama,Narrative,Narrative,7,2.59,2,Michael Davis,US,male,0.94,Michael Davis | Ryu Suzuki | Luna Santos | Sandra Lee | Tyler Martinez,US,Original,The road to greatness can take you to the edge.
1566,255709,Hope,0,3000000,-1.0,,0.0,8.397,Great,400,4.7245,122,Movie,NR,0,Micro,Korean,ko,0,,2013,1.0,2025,10,4,211,1,Drama,Drama,Narrative,Narrative,7,2.68,0,Giulia Gallo,IT,female,1.41,Giulia Gallo | Penelope Oliveira | Aria Alves | Brandon Thomas | Jordan Souza,KR,Original,
1567,299534,Avengers: Endgame,2799439100,356000000,6.8636,0.8728,15466514.36,8.2,Great,363,18.7572,181,Movie,PG-13,0,Blockbuster,English,en,1,The Avengers Collection,2019,1.0,2025,9,3,244,2,Adventure,Adventure | Action & Adventure,Action & Spectacle,Action & Spectacle,6,7.81,0,Tyler Smith,US,male,1.24,Tyler Smith | Luca Romano | Aaron Johnson | David Anderson | Christophe Robert,US,Licensed,Part of the journey is the end.
1568,299536,Avengers: Infinity War,2052415039,316000000,5.495,0.846,13774597.58,8.234,Great,2576,29.2401,149,Movie,PG-13,0,Blockbuster,English,en,1,The Avengers Collection,2018,1.0,2026,5,2,27,1,Adventure,Adventure,Action & Spectacle,Action & Spectacle,7,5.85,0,Emily Taylor,US,female,5.38,Emily Taylor | Brian Miller | Penelope Ferreira | Emily Williams | Dorothy Rodriguez,US,Licensed,
1569,324857,Spider-Man: Into the Spider-Verse,394884133,90000000,3.3876,0.7721,3375078.06,8.4,Great,1790,18.9573,117,Movie,PG,0,High,English,en,1,Spider-Man: Spider-Verse Collection,2018,1.0,2026,4,2,38,2,Animation,Animation | Kids,Family & Fantasy,Family & Fantasy,4,3.25,0,Rebecca Taylor,US,female,5.21,Rebecca Taylor | Linda Williams | Arthur Wilson | Michael Hernandez,US,Licensed,
1570,372058,Your Name.,100170002,7000000,13.31,0.9301,945000.02,8.479,Great,13806,21.3772,106,Movie,PG,0,Low,Japanese,ja,0,,2016,1.0,2025,10,4,238,2,Animation,Animation | Kids,Family & Fantasy,Family & Fantasy,5,3.53,0,Isla Wilson,GB,female,0.72,Isla Wilson | Mei Yamada | Ana Jiménez | George Thomas | Michael Johnson,JP,Licensed,
